14.15,23.3,80,0.8,0.9,0.8,1000
12.35,33,35,0.9,0.9,0.55,1000
13.4,49.1,35.56,0.8,0.9,0.55,1000
12.7,2.9,35,0.8,0.9,0.55,1000
16.13,22,35,0.8,0.9,0.55,1000
7.7,40,60,0.9,0.9,0.55,45
